parent_sample	focus_sample	first_degree_neighbor_sample
TH_Eval_018	TH_Eval_018_est4M_UMEND_seqtk_seed_4596	TCGA-28-5218-01
TH_Eval_018	TH_Eval_018_est4M_UMEND_seqtk_seed_4596	TCGA-D3-A8GE-06
TH_Eval_018	TH_Eval_018_est4M_UMEND_seqtk_seed_4596	TCGA-DX-A3UA-01
TH_Eval_018	TH_Eval_018_est4M_UMEND_seqtk_seed_4596	TCGA-ER-A19D-06
TH_Eval_018	TH_Eval_018_est4M_UMEND_seqtk_seed_4596	TCGA-MB-A8JL-01
TH_Eval_018	TH_Eval_018_est4M_UMEND_seqtk_seed_4596	TCGA-Z4-A8JB-01
TH_Eval_018	TH_Eval_018_est4M_UMEND_seqtk_seed_4596	TH03_0159_S01
TH_Eval_018	TH_Eval_018_est4M_UMEND_seqtk_seed_4596	TH27_1272_S01
TH_Eval_018	TH_Eval_018_est4M_UMEND_seqtk_seed_4596	TH27_1272_S02
TH_Eval_018	TH_Eval_018_est4M_UMEND_seqtk_seed_4596	TH27_1354_S01
TH_Eval_018	TH_Eval_018_est4M_UMEND_seqtk_seed_4596	TH27_1404_S01
TH_Eval_018	TH_Eval_018_est4M_UMEND_seqtk_seed_4596	THR31_0887_S01
TH_Eval_018	TH_Eval_018_est4M_UMEND_seqtk_seed_4596	THR31_0892_S01
TH_Eval_018	TH_Eval_018_est4M_UMEND_seqtk_seed_4596	THR31_0896_S01
TH_Eval_018	TH_Eval_018_est4M_UMEND_seqtk_seed_4596	THR31_0915_S01
TH_Eval_016	TH_Eval_016_est48M_UMEND_seqtk_seed_0629	THR17_0387_S01
TH_Eval_016	TH_Eval_016_est48M_UMEND_seqtk_seed_0629	THR17_0388_S01
TH_Eval_016	TH_Eval_016_est48M_UMEND_seqtk_seed_0629	THR17_0389_S01
TH_Eval_016	TH_Eval_016_est48M_UMEND_seqtk_seed_0629	THR17_0390_S01
TH_Eval_016	TH_Eval_016_est48M_UMEND_seqtk_seed_0629	THR17_0391_S01
TH_Eval_016	TH_Eval_016_est48M_UMEND_seqtk_seed_0629	THR17_0392_S01
TH_Eval_016	TH_Eval_016_est48M_UMEND_seqtk_seed_0629	THR17_0393_S01
TH_Eval_016	TH_Eval_016_est48M_UMEND_seqtk_seed_0629	THR17_0394_S01
TH_Eval_016	TH_Eval_016_est48M_UMEND_seqtk_seed_0629	THR17_0395_S01
TH_Eval_016	TH_Eval_016_est48M_UMEND_seqtk_seed_0629	THR17_0396_S01
TH_Eval_016	TH_Eval_016_est48M_UMEND_seqtk_seed_0629	THR17_0397_S01
TH_Eval_016	TH_Eval_016_est48M_UMEND_seqtk_seed_0629	THR17_0398_S01
TH_Eval_016	TH_Eval_016_est48M_UMEND_seqtk_seed_0629	THR17_0400_S01
TH_Eval_016	TH_Eval_016_est48M_UMEND_seqtk_seed_0629	THR17_0402_S01
TH_Eval_016	TH_Eval_016_est48M_UMEND_seqtk_seed_0629	THR20_0484_S01
TH_Eval_016	TH_Eval_016_est48M_UMEND_seqtk_seed_0629	THR20_0492_S01
TH_Eval_016	TH_Eval_016_est48M_UMEND_seqtk_seed_0629	THR20_0493_S01
TH_Eval_016	TH_Eval_016_est48M_UMEND_seqtk_seed_0629	THR20_0495_S01
TH_Eval_016	TH_Eval_016_est48M_UMEND_seqtk_seed_0629	THR20_0497_S01
TH_Eval_014	TH_Eval_014_est2M_UMEND_seqtk_seed_3433	THR28_0688_S01
TH_Eval_014	TH_Eval_014_est2M_UMEND_seqtk_seed_3433	THR29_0725_S01
TH_Eval_014	TH_Eval_014_est2M_UMEND_seqtk_seed_3433	THR29_0728_S01
TH_Eval_014	TH_Eval_014_est2M_UMEND_seqtk_seed_3433	THR29_0729_S01
TH_Eval_014	TH_Eval_014_est2M_UMEND_seqtk_seed_3433	THR29_0731_S01
TH_Eval_014	TH_Eval_014_est2M_UMEND_seqtk_seed_3433	THR29_0735_S01
TH_Eval_014	TH_Eval_014_est2M_UMEND_seqtk_seed_3433	THR29_0736_S01
TH_Eval_014	TH_Eval_014_est2M_UMEND_seqtk_seed_3433	THR29_0745_S01
TH_Eval_014	TH_Eval_014_est2M_UMEND_seqtk_seed_3433	THR29_0746_S01
TH_Eval_014	TH_Eval_014_est2M_UMEND_seqtk_seed_3433	THR29_0748_S01
TH_Eval_014	TH_Eval_014_est2M_UMEND_seqtk_seed_3433	THR29_0750_S01
TH_Eval_014	TH_Eval_014_est2M_UMEND_seqtk_seed_3433	THR29_0752_S01
TH_Eval_014	TH_Eval_014_est2M_UMEND_seqtk_seed_3433	THR29_0766_S01
TH_Eval_014	TH_Eval_014_est2M_UMEND_seqtk_seed_3433	THR29_0770_S01
TH_Eval_014	TH_Eval_014_est2M_UMEND_seqtk_seed_3433	THR29_0778_S01
TH_Eval_014	TH_Eval_014_est2M_UMEND_seqtk_seed_3433	THR29_0779_S01
TH_Eval_014	TH_Eval_014_est2M_UMEND_seqtk_seed_3433	THR29_0784_S01
TH_Eval_014	TH_Eval_014_est2M_UMEND_seqtk_seed_3433	THR29_0785_S01
TH_Eval_014	TH_Eval_014_est2M_UMEND_seqtk_seed_3433	THR29_0789_S01
TH_Eval_014	TH_Eval_014_est2M_UMEND_seqtk_seed_3433	THR29_0791_S01
TH_Eval_015	TH_Eval_015_est8M_UMEND_seqtk_seed_1490	THR14_0298_S01
TH_Eval_015	TH_Eval_015_est16M_UMEND_seqtk_seed_3498	TCGA-06-0644-01
TH_Eval_015	TH_Eval_015_est16M_UMEND_seqtk_seed_3498	THR14_0298_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	TCGA-N5-A4R8-01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	TCGA-N7-A4Y5-01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	TH03_0006_S03
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	TH27_1164_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	TH27_1164_S02
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	TH34_1163_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR28_0686_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR28_0687_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR28_0688_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0722_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0724_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0725_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0727_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0728_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0729_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0730_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0731_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0732_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0733_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0735_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0736_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0738_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0741_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0743_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0745_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0746_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0747_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0748_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0749_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0750_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0752_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0755_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0758_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0759_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0761_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0762_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0763_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0764_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0765_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0766_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0768_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0770_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0773_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0776_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0778_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0779_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0781_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0783_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0784_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0785_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0786_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0789_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0790_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0791_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0792_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0793_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0795_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0798_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0799_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0800_S01
TH_Eval_014	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	THR29_0802_S01
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	THR17_0387_S01
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	THR17_0388_S01
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	THR17_0389_S01
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	THR17_0390_S01
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	THR17_0391_S01
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	THR17_0392_S01
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	THR17_0393_S01
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	THR17_0394_S01
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	THR17_0395_S01
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	THR17_0396_S01
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	THR17_0397_S01
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	THR17_0398_S01
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	THR17_0400_S01
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	THR17_0402_S01
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	THR20_0492_S01
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	THR20_0493_S01
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	THR20_0495_S01
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	THR20_0497_S01
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	TCGA-06-0130-01
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	TCGA-06-0171-02
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	TCGA-06-0644-01
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	TCGA-12-0619-01
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	TCGA-28-2513-01
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	TCGA-HT-7882-01
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	THR14_0298_S01
TH_Eval_015	TH_Eval_015_est50M_UMEND_seqtk_seed_1004	TCGA-02-0055-01
TH_Eval_015	TH_Eval_015_est50M_UMEND_seqtk_seed_1004	TCGA-06-0130-01
TH_Eval_015	TH_Eval_015_est50M_UMEND_seqtk_seed_1004	TCGA-06-0171-02
TH_Eval_015	TH_Eval_015_est50M_UMEND_seqtk_seed_1004	TCGA-06-0190-02
TH_Eval_015	TH_Eval_015_est50M_UMEND_seqtk_seed_1004	TCGA-06-0644-01
TH_Eval_015	TH_Eval_015_est50M_UMEND_seqtk_seed_1004	TCGA-06-5410-01
TH_Eval_015	TH_Eval_015_est50M_UMEND_seqtk_seed_1004	TCGA-12-0619-01
TH_Eval_015	TH_Eval_015_est50M_UMEND_seqtk_seed_1004	TCGA-28-2513-01
TH_Eval_015	TH_Eval_015_est50M_UMEND_seqtk_seed_1004	TCGA-HT-7882-01
TH_Eval_015	TH_Eval_015_est50M_UMEND_seqtk_seed_1004	THR14_0298_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	TARGET-50-PAKKSE-01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	TCGA-N5-A4R8-01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	TCGA-N7-A4Y5-01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	TH03_0006_S03
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	TH27_1164_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	TH27_1164_S02
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	TH34_1163_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR28_0686_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR28_0687_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR28_0688_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0722_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0724_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0725_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0727_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0728_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0729_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0730_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0731_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0732_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0733_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0735_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0736_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0738_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0741_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0743_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0745_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0746_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0747_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0748_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0749_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0750_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0752_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0753_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0755_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0758_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0759_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0761_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0762_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0763_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0764_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0765_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0766_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0768_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0770_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0773_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0776_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0778_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0779_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0781_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0782_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0783_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0784_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0785_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0786_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0789_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0790_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0791_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0792_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0793_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0795_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0798_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0799_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0800_S01
TH_Eval_014	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	THR29_0802_S01
TH_Eval_016	TH_Eval_016_est12M_UMEND_seqtk_seed_5537	THR17_0387_S01
TH_Eval_016	TH_Eval_016_est12M_UMEND_seqtk_seed_5537	THR17_0388_S01
TH_Eval_016	TH_Eval_016_est12M_UMEND_seqtk_seed_5537	THR17_0389_S01
TH_Eval_016	TH_Eval_016_est12M_UMEND_seqtk_seed_5537	THR17_0390_S01
TH_Eval_016	TH_Eval_016_est12M_UMEND_seqtk_seed_5537	THR17_0391_S01
TH_Eval_016	TH_Eval_016_est12M_UMEND_seqtk_seed_5537	THR17_0392_S01
TH_Eval_016	TH_Eval_016_est12M_UMEND_seqtk_seed_5537	THR17_0393_S01
TH_Eval_016	TH_Eval_016_est12M_UMEND_seqtk_seed_5537	THR17_0394_S01
TH_Eval_016	TH_Eval_016_est12M_UMEND_seqtk_seed_5537	THR17_0395_S01
TH_Eval_016	TH_Eval_016_est12M_UMEND_seqtk_seed_5537	THR17_0396_S01
TH_Eval_016	TH_Eval_016_est12M_UMEND_seqtk_seed_5537	THR17_0397_S01
TH_Eval_016	TH_Eval_016_est12M_UMEND_seqtk_seed_5537	THR17_0398_S01
TH_Eval_016	TH_Eval_016_est12M_UMEND_seqtk_seed_5537	THR17_0402_S01
TH_Eval_016	TH_Eval_016_est12M_UMEND_seqtk_seed_5537	THR20_0492_S01
TH_Eval_016	TH_Eval_016_est12M_UMEND_seqtk_seed_5537	THR20_0493_S01
TH_Eval_016	TH_Eval_016_est12M_UMEND_seqtk_seed_5537	THR20_0495_S01
TH_Eval_016	TH_Eval_016_est12M_UMEND_seqtk_seed_5537	THR20_0497_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	TCGA-N5-A4R8-01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	TCGA-N7-A4Y5-01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	TH27_1164_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	TH27_1164_S02
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	TH34_1163_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR28_0686_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR28_0687_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR28_0688_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0722_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0724_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0725_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0727_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0728_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0729_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0730_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0731_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0732_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0733_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0735_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0736_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0741_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0743_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0745_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0746_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0747_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0748_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0749_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0750_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0752_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0755_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0758_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0759_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0761_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0763_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0764_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0765_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0766_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0768_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0770_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0773_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0776_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0778_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0779_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0781_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0783_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0784_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0785_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0786_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0789_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0790_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0791_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0792_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0793_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0795_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0798_S01
