Disease	Eval_ID	gene
undifferentiated spindle cell sarcoma	TH_Eval_018	MRPS6
undifferentiated spindle cell sarcoma	TH_Eval_018	MSANTD3
undifferentiated spindle cell sarcoma	TH_Eval_018	MXRA5
undifferentiated spindle cell sarcoma	TH_Eval_018	NAA60
undifferentiated spindle cell sarcoma	TH_Eval_018	NCK2
undifferentiated spindle cell sarcoma	TH_Eval_018	NFATC3
undifferentiated spindle cell sarcoma	TH_Eval_018	NFIC
undifferentiated spindle cell sarcoma	TH_Eval_018	NID1
undifferentiated spindle cell sarcoma	TH_Eval_018	NPM1
undifferentiated spindle cell sarcoma	TH_Eval_018	NPR1
undifferentiated spindle cell sarcoma	TH_Eval_018	NPTX2
undifferentiated spindle cell sarcoma	TH_Eval_018	NTAN1
undifferentiated spindle cell sarcoma	TH_Eval_018	NTRK1
undifferentiated spindle cell sarcoma	TH_Eval_018	OAF
undifferentiated spindle cell sarcoma	TH_Eval_018	OGN
undifferentiated spindle cell sarcoma	TH_Eval_018	OLFML2A
undifferentiated spindle cell sarcoma	TH_Eval_018	OLFML2B
undifferentiated spindle cell sarcoma	TH_Eval_018	P3H1
undifferentiated spindle cell sarcoma	TH_Eval_018	PARP10
undifferentiated spindle cell sarcoma	TH_Eval_018	PCDH18
undifferentiated spindle cell sarcoma	TH_Eval_018	PDGFRB
undifferentiated spindle cell sarcoma	TH_Eval_018	PEAK1
undifferentiated spindle cell sarcoma	TH_Eval_018	PENK
undifferentiated spindle cell sarcoma	TH_Eval_018	PHC2
undifferentiated spindle cell sarcoma	TH_Eval_018	PIP5K1C
undifferentiated spindle cell sarcoma	TH_Eval_018	PLEC
undifferentiated spindle cell sarcoma	TH_Eval_018	PLOD1
undifferentiated spindle cell sarcoma	TH_Eval_018	PLP1
undifferentiated spindle cell sarcoma	TH_Eval_018	PLXDC1
undifferentiated spindle cell sarcoma	TH_Eval_018	PPM1F
undifferentiated spindle cell sarcoma	TH_Eval_018	PPP1CC
undifferentiated spindle cell sarcoma	TH_Eval_018	PPP1R10
undifferentiated spindle cell sarcoma	TH_Eval_018	PRDM8
undifferentiated spindle cell sarcoma	TH_Eval_018	PRKACA
undifferentiated spindle cell sarcoma	TH_Eval_018	PRKAR1A
undifferentiated spindle cell sarcoma	TH_Eval_018	PRRX2
undifferentiated spindle cell sarcoma	TH_Eval_018	PRSS35
undifferentiated spindle cell sarcoma	TH_Eval_018	PSMD5
undifferentiated spindle cell sarcoma	TH_Eval_018	PTBP1
undifferentiated spindle cell sarcoma	TH_Eval_018	PTGER4
undifferentiated spindle cell sarcoma	TH_Eval_018	PTHLH
undifferentiated spindle cell sarcoma	TH_Eval_018	PTPN9
undifferentiated spindle cell sarcoma	TH_Eval_018	PXYLP1
undifferentiated spindle cell sarcoma	TH_Eval_018	RAB3IL1
undifferentiated spindle cell sarcoma	TH_Eval_018	RAB7B
undifferentiated spindle cell sarcoma	TH_Eval_018	RASA1
undifferentiated spindle cell sarcoma	TH_Eval_018	RBFOX2
undifferentiated spindle cell sarcoma	TH_Eval_018	RCSD1
undifferentiated spindle cell sarcoma	TH_Eval_018	RELN
undifferentiated spindle cell sarcoma	TH_Eval_018	RGAG4
undifferentiated spindle cell sarcoma	TH_Eval_018	RGMB
undifferentiated spindle cell sarcoma	TH_Eval_018	RGS4
undifferentiated spindle cell sarcoma	TH_Eval_018	RHOJ
undifferentiated spindle cell sarcoma	TH_Eval_018	ROBO1
undifferentiated spindle cell sarcoma	TH_Eval_018	RP11-323N12.5
undifferentiated spindle cell sarcoma	TH_Eval_018	RP4-583P15.10
undifferentiated spindle cell sarcoma	TH_Eval_018	RSPRY1
undifferentiated spindle cell sarcoma	TH_Eval_018	SAMD11
undifferentiated spindle cell sarcoma	TH_Eval_018	SAMD4B
undifferentiated spindle cell sarcoma	TH_Eval_018	SASH1
undifferentiated spindle cell sarcoma	TH_Eval_018	SCARF2
undifferentiated spindle cell sarcoma	TH_Eval_018	SCX
undifferentiated spindle cell sarcoma	TH_Eval_018	SDC3
undifferentiated spindle cell sarcoma	TH_Eval_018	SEC14L1
undifferentiated spindle cell sarcoma	TH_Eval_018	SEMA3A
undifferentiated spindle cell sarcoma	TH_Eval_018	SEPN1
undifferentiated spindle cell sarcoma	TH_Eval_018	SEPT9
undifferentiated spindle cell sarcoma	TH_Eval_018	SERPINH1
undifferentiated spindle cell sarcoma	TH_Eval_018	SF3B3
undifferentiated spindle cell sarcoma	TH_Eval_018	SH2B3
undifferentiated spindle cell sarcoma	TH_Eval_018	SKI
undifferentiated spindle cell sarcoma	TH_Eval_018	SLAIN2
undifferentiated spindle cell sarcoma	TH_Eval_018	SLC12A4
undifferentiated spindle cell sarcoma	TH_Eval_018	SLC20A1
undifferentiated spindle cell sarcoma	TH_Eval_018	SLC27A3
undifferentiated spindle cell sarcoma	TH_Eval_018	SLIT2
undifferentiated spindle cell sarcoma	TH_Eval_018	SLIT3
undifferentiated spindle cell sarcoma	TH_Eval_018	SMAD3
undifferentiated spindle cell sarcoma	TH_Eval_018	SMN2
undifferentiated spindle cell sarcoma	TH_Eval_018	SMTN
undifferentiated spindle cell sarcoma	TH_Eval_018	SNED1
undifferentiated spindle cell sarcoma	TH_Eval_018	SORCS2
undifferentiated spindle cell sarcoma	TH_Eval_018	SOX8
undifferentiated spindle cell sarcoma	TH_Eval_018	SPRED1
undifferentiated spindle cell sarcoma	TH_Eval_018	SPRED2
undifferentiated spindle cell sarcoma	TH_Eval_018	SPRY1
undifferentiated spindle cell sarcoma	TH_Eval_018	SPRY2
undifferentiated spindle cell sarcoma	TH_Eval_018	SPRY4
undifferentiated spindle cell sarcoma	TH_Eval_018	ST3GAL2
undifferentiated spindle cell sarcoma	TH_Eval_018	ST6GALNAC6
undifferentiated spindle cell sarcoma	TH_Eval_018	STARD5
undifferentiated spindle cell sarcoma	TH_Eval_018	STIM2
undifferentiated spindle cell sarcoma	TH_Eval_018	SUN1
undifferentiated spindle cell sarcoma	TH_Eval_018	SVIL-AS1
undifferentiated spindle cell sarcoma	TH_Eval_018	SYTL4
undifferentiated spindle cell sarcoma	TH_Eval_018	TBX18
undifferentiated spindle cell sarcoma	TH_Eval_018	TBX2
undifferentiated spindle cell sarcoma	TH_Eval_018	TCF12
undifferentiated spindle cell sarcoma	TH_Eval_018	TCF4
undifferentiated spindle cell sarcoma	TH_Eval_018	TERF2
undifferentiated spindle cell sarcoma	TH_Eval_018	TGFB1I1
undifferentiated spindle cell sarcoma	TH_Eval_018	THBS4
undifferentiated spindle cell sarcoma	TH_Eval_018	THY1
undifferentiated spindle cell sarcoma	TH_Eval_018	TMEM204
undifferentiated spindle cell sarcoma	TH_Eval_018	TMEM256-PLSCR3
undifferentiated spindle cell sarcoma	TH_Eval_018	TMEM59L
undifferentiated spindle cell sarcoma	TH_Eval_018	TNMD
undifferentiated spindle cell sarcoma	TH_Eval_018	TNNT3
undifferentiated spindle cell sarcoma	TH_Eval_018	TRAM2
undifferentiated spindle cell sarcoma	TH_Eval_018	TRIL
undifferentiated spindle cell sarcoma	TH_Eval_018	TRIM8
undifferentiated spindle cell sarcoma	TH_Eval_018	TRIOBP
undifferentiated spindle cell sarcoma	TH_Eval_018	TSHZ2
undifferentiated spindle cell sarcoma	TH_Eval_018	TSPAN11
undifferentiated spindle cell sarcoma	TH_Eval_018	TSPAN5
undifferentiated spindle cell sarcoma	TH_Eval_018	UBALD1
undifferentiated spindle cell sarcoma	TH_Eval_018	UBFD1
undifferentiated spindle cell sarcoma	TH_Eval_018	VGLL4
undifferentiated spindle cell sarcoma	TH_Eval_018	VIT
undifferentiated spindle cell sarcoma	TH_Eval_018	XPNPEP1
undifferentiated spindle cell sarcoma	TH_Eval_018	ZBTB46
undifferentiated spindle cell sarcoma	TH_Eval_018	ZNF436
